,c1,c2,resume_skill_text
3070,-13.348132,40.68223,5760
3071,-32.544067,32.42038,5778
3072,-1.9561013,54.882698,5800
3073,-1.0911024,53.93707,5900
3074,-30.913252,37.611286,5905
3075,-2.9674153,57.402073,6000
3076,-17.805468,44.13054,6001
3077,-5.1396904,39.641514,6060
3078,-15.526908,37.04179,6061
3079,-0.29929873,55.35519,6100
3080,-24.24346,32.932995,6110
3081,-24.296825,37.156105,6120
3082,-14.203241,53.294895,6136
3083,-25.83786,33.922176,6150
3084,-0.31220075,55.493893,6200
3085,-17.73701,55.157864,6210
3086,-25.424818,35.74555,6230
3087,-30.047407,38.003006,6233
3088,-27.475855,37.130207,6240
3089,-20.201807,40.804203,6250
3090,-1.5060661,55.620724,6300
3091,-34.247017,30.679037,6307
3092,-19.482552,36.85687,6360
3093,-1.9157825,56.066975,6400
3094,-2.0208123,55.74058,6500
3095,-19.458084,43.520645,6501
3096,-1.2788594,45.645275,6502
3097,-0.6732009,56.166103,6600
3098,-23.84905,35.110092,6650
3099,-1.9011009,53.963036,6700
3100,-22.53089,31.328184,6702
3101,-10.254267,41.406685,6750
3102,-1.0064062,45.980003,6800
3103,-28.78021,37.70568,6801
3104,-0.75474924,45.60035,6809
3105,-7.4257646,54.491615,6900
3106,-2.945394,57.28499,7000
3107,-20.342072,42.055927,7001
3108,-28.938679,37.64544,7021
3109,-26.145557,35.685795,7030
3110,-25.56205,33.978462,7070
3111,-12.961648,33.723392,7071
3112,-25.748087,32.805138,7090
3113,-1.1279734,54.938946,7100
3114,-17.250284,32.89443,7103
3115,-2.510606,55.125896,7200
3116,-30.419819,42.107014,7201
3117,-30.459143,42.142006,7203
3118,-18.61063,34.188534,7243
3119,-38.04812,31.722847,7260
3120,-3.7345493,53.788036,7300
3121,-2.4897537,54.5307,7400
3122,-2.6478426,55.058308,7500
3123,-0.39038756,56.53881,7600
3124,-22.42936,33.645287,7603
3125,-24.315918,34.606018,7650
3126,-1.4701786,52.68812,7700
3127,-1.2073426,57.045,7800
3128,-37.923046,34.98779,7854
3129,-4.005572,51.555153,7900
3130,-2.8934627,57.27565,8000
3131,-29.47867,41.775673,8001
3132,-1.1559927,44.23128,8008
3133,-27.943445,38.976944,8020
3134,-1.7842818,44.611153,8051
3135,-1.0251714,44.47396,8080
3136,-1.1728408,44.518654,8085
3137,-0.383039,43.6117,8086
3138,-21.242516,30.147781,8087
3139,-0.4626414,43.61087,8088
3140,-1.2066216,54.832962,8100
3141,-12.886214,33.25221,8192
3142,-2.7155843,53.013054,8200
3143,-22.557535,38.689114,8250
3144,28.725348,46.39783,8264
3145,-15.898985,32.116665,8283
3146,-4.794715,52.927753,8300
3147,-34.205864,35.09543,8367
3148,-4.3298492,52.80241,8400
3149,-17.046465,40.098614,8406
3150,-3.2396035,54.83022,8500
3151,-4.4766655,54.04272,8600
3152,-29.156729,28.853846,8601
3153,-34.257008,30.686,8610
3154,-4.433051,53.187344,8700
3155,-9.778825,39.47292,8701
3156,-5.992884,43.404354,8799
3157,-3.4167123,53.346302,8800
3158,-36.08066,51.776577,8802
3159,-27.365952,28.874916,8859
3160,-28.741003,33.834057,8862
3161,-16.961578,34.286915,8888
3162,-24.447966,39.861572,8900
3163,-2.5721786,57.751255,9000
3164,-12.196024,58.969337,9001
3165,-12.203783,58.969135,9002
3166,12.984743,-12.910005,resource
3167,18.973593,-35.33444,ups
3168,42.256435,-30.403662,table
3169,-9.48777,-27.757,basic
3170,-8.8305435,-9.371124,functions
3171,47.4338,-1.8010858,payroll
3172,-53.02202,-25.28174,diploma
3173,-36.176193,51.897427,9066
3174,49.822773,-26.926426,industry
3175,0.8525363,-21.415857,specific
3176,45.968933,-5.3341312,employees
3177,-5.6049423,-6.397763,input
3178,27.346485,-45.30513,starting
3179,47.47713,-1.7022619,salary
3180,-21.832998,32.945747,9100
3181,-15.720769,28.492,urate
3182,16.485191,-7.706861,error
3183,13.989012,-24.47977,free
3184,47.907375,-0.09191617,compensation
3185,6.2584014,-62.574486,administration
3186,-45.123234,-49.991898,record
3187,-22.635225,-63.28209,management
3188,-7.3407683,-31.838177,prompt
3189,-2.779453,-28.503311,satisfactory
3190,-16.00466,-36.349827,resolution
3191,-13.347361,-19.171234,statutory
3192,-18.42784,-21.100412,compliance
3193,4.2567058,18.916035,calculations
3194,45.112286,6.235783,deduction
3195,48.398743,0.9199483,payment
3196,21.144106,-37.867092,return
3197,-3.6610532,-51.663654,filing
3198,22.577318,-49.239964,session
3199,-33.811443,-58.997738,procedure
3200,-9.166087,-41.952988,topics
3201,-25.432516,-54.56062,recruitment
3202,44.059097,-6.0163836,job
3203,42.567368,9.252571,posting
3204,10.7221775,4.31362,portal
3205,-21.989792,-40.956127,coordination
3206,60.13756,2.6666234,annual
3207,13.39267,-12.654969,manpower
3208,6.440952,-48.0323,plan
3209,47.671215,10.407006,budget
3210,32.78749,-22.279615,schedule
3211,20.343752,-46.137268,preliminary
3212,-4.5435104,-40.65863,interview
3213,46.345757,-5.641644,employee
3214,-5.3263197,-20.39925,orientation
3215,-1.8106039,-61.71331,joining
3216,-21.845415,-13.34959,formalities
3217,-8.747765,55.444912,9200
3218,28.866385,-42.91611,opening
3219,-14.634526,-4.1398635,facilitation
3220,-6.2455444,-22.473427,creating
3221,-30.120388,-8.307606,reviews
3222,26.259932,-21.153778,handling
3223,-35.15836,-4.7357116,appraisal
3224,-15.283666,-7.017355,arrange
3225,36.91711,-26.095207,deployment
3226,22.562243,-49.26049,sessions
3227,12.480013,-34.796,well
3228,-38.613346,-36.058945,works
3229,13.755293,-21.07098,offering
3230,-2.626276,-36.145958,suggestions
3231,-1.9237871,-41.497505,answering
3232,-37.854572,-62.397774,medical
3233,45.644924,1.5491399,reimbursement
3234,17.115143,-25.111763,full
3235,26.707605,-41.38868,final
3236,25.763462,-72.93596,settlement
3237,-16.089956,-65.31138,resigned
3238,12.473425,41.22844,mumbai
3239,-5.7508802,53.287323,9300
3240,6.240923,-28.038221,lovely
3241,-53.76025,-27.039644,university
3242,-54.53407,-17.25659,engineering
3243,-15.441614,33.127842,mgt
3244,61.65314,27.086914,tally
3245,11.394631,-31.2654,hard
3246,47.129944,4.0798564,income
3247,46.934708,4.170728,tax
3248,0.12307663,-66.57261,leadership
3249,68.50846,-5.015426,four
3250,6.046117,40.59491,wheeler
3251,35.845795,-21.65146,driving
3252,1.6966052,-6.0844846,license
3253,8.310885,32.30727,programing
3254,57.22364,28.214436,hr
3255,-6.255771,55.790817,9400
3256,16.658482,-30.771158,give
3257,5.5174484,-20.357275,form
3258,-11.7100115,-19.81005,required
3259,22.490662,-30.472004,hand
3260,27.326675,-35.2164,scrum
3261,-50.040363,-27.75608,master
3262,20.192558,-35.427746,take
3263,5.4972773,-20.345367,forms
3264,-49.135994,-17.824041,trainee
3265,26.102285,-44.38378,till
3266,5.5404453,-71.14001,candidate
3267,31.205576,-24.862188,receive
3268,13.66835,-21.055292,offer
3269,-12.519948,39.774567,compan
3270,-42.02613,-27.27371,specialization
3271,23.533459,-44.606403,days
3272,-3.4745858,54.951317,9500
3273,4.452294,-63.916714,department
3274,-31.351582,27.110785,9513
3275,1.2526602,-15.166155,use
3276,44.161465,-40.330696,office
3277,-52.475166,-29.844603,education
3278,38.47584,-48.349358,service
3279,51.28464,-27.987587,corporate
3280,50.834843,-27.33251,companies
3281,43.58792,-0.04881979,insured
3282,22.331009,-60.115425,gathered
3283,24.491587,-30.338161,spinning
3284,10.012456,-21.842192,mills
3285,-3.6283295,54.530846,9600
3286,22.804352,7.595281,cards
3287,-8.665986,8.699784,labors
3288,33.439194,-31.777565,individual
3289,-45.109722,-49.94748,records
3290,48.24815,-13.674871,automobile
3291,51.32397,-6.677493,collision
3292,-0.5721012,0.46503288,avoidance
3293,-24.43234,27.640936,blackbox
3294,1.3218595,-19.175888,known
3295,7.996211,-34.50189,know
3296,-37.10756,-0.31719437,analytic
3297,7.1584034,-32.82147,thinking
3298,-21.32477,-45.40059,tasks
3299,2.62238,-36.308666,motivated
3300,-32.91642,49.868107,ept
3301,11.252765,-50.065125,challenges
3302,-29.303469,35.316814,9660
3303,-46.70081,-24.295935,institute
3304,-38.299698,-24.540083,technology
3305,-20.54002,38.305016,chikmagalur
3306,-21.055737,32.464725,9700
3307,-5.598166,52.825462,9800
3308,-19.23545,42.98373,9900
3309,-15.64312,36.357025,9961
3310,-35.177387,47.21967,9975
3311,-35.18659,47.23,9976
3312,-36.11068,51.801517,9981
3313,-11.297743,36.573532,9999
3314,-3.1250381,59.043285,10000
3315,-39.906204,42.242455,10001
3316,-40.14297,42.141018,10003
3317,-40.52527,42.2596,10010
3318,-40.947273,42.340763,10016
3319,-41.239067,42.584946,10017
3320,-40.66507,41.928314,10018
3321,-40.747158,42.43962,10019
3322,-40.683968,42.175026,10020
3323,-39.490204,42.384975,10021
3324,-40.99321,42.43762,10022
3325,-40.51587,42.378483,10023
3326,-40.543335,43.4383,10027
3327,-40.697388,41.315754,10036
3328,-41.513016,41.227924,10168
3329,-18.11974,40.050594,10500
3330,-27.891556,28.932861,10646
3331,-4.9028788,51.253616,11000
3332,-28.024803,28.917923,11179
3333,-31.057463,38.654022,11766
3334,-17.552965,-44.835773,subordinate
3335,-14.447616,-13.40184,experiences
3336,-0.34485006,-54.31107,cases
3337,48.73457,-19.875175,consumer
3338,-12.705379,-55.28646,forum
3339,10.726571,-35.02467,good
3340,66.441795,-9.549838,number
3341,22.919302,-43.236538,since
3342,-26.531958,-24.337807,penchant
3343,-12.424466,0.92440784,adapt
3344,12.132921,-26.260214,conditions
3345,67.12946,-19.732878,level
3346,6.572502,-41.762417,situation
3347,-35.11774,-17.213602,extrovert
3348,10.431831,-25.869074,prefer
3349,-17.801632,-2.8110278,interact
3350,16.633982,-38.695526,people
3351,30.208248,-34.30398,walks
3352,0.9120472,-12.606845,varying
3353,23.857176,12.430117,strata
3354,-11.416946,-29.836363,society
3355,-12.121097,-29.113552,establish
3356,-30.30125,-18.136446,rapport
3357,16.273361,-38.7609,others
3358,32.69269,-36.86174,part
3359,-4.3491397,-70.79083,group
3360,-18.442465,-26.020828,achieve
3361,10.106242,-19.991692,combined
3362,72.8154,-9.678362,goals
3363,-10.232871,-54.99962,briefing
3364,-15.180233,-40.98474,counsels
3365,-7.247898,-41.580544,matters
3366,-13.068756,-15.585406,relating
3367,-21.312994,-45.328968,task
3368,-0.89883924,-52.20529,legal
3369,-25.328987,-38.968155,vetting
3370,5.913067,-21.909212,terms
3371,-5.152301,51.25351,12000
3372,-12.665541,-32.55971,protect
3373,60.63827,-20.038668,interest
3374,-22.272957,-2.5869813,formulation
3375,-23.625427,-11.673406,drafting
3376,39.392834,-46.079018,local
3377,27.544865,-53.894054,bodies
3378,-13.614492,-54.496895,forums
3379,16.5289,2.821562,e
3380,-30.073961,-52.067493,practice
3381,8.655778,-47.932022,preparation
3382,-12.910445,21.390234,plaint
3383,26.11446,-33.094734,move
3384,-13.664309,-15.5270605,relevant
3385,3.8628182,-51.257248,hear
3386,-0.28377584,-54.321976,case
3387,-56.260323,-23.861124,llb
3388,3.1670847,-19.231098,word
3389,-2.49832,-51.233463,litigation
3390,21.86915,-54.5621,native
3391,-0.19597603,-69.91757,speaker
3392,-35.064438,35.99028,12154
3393,-47.082233,-6.3994207,bilingual
3394,-32.74782,-20.562973,proficiency
3395,-17.637161,-4.7761526,communicate
3396,3.1100516,-32.230907,clearly
3397,-23.09783,-5.3188725,concisely
3398,-2.2277,-13.7127905,diverse
3399,-2.6862364,-13.019727,backgrounds
3400,1.2698187,-58.093643,authority
3401,2.9041612,-63.9165,administrative
3402,-1.8480805,-34.078777,evidence
3403,-14.666036,-20.831804,rules
3404,0.89876246,-54.97127,trials
3405,-13.804572,-30.080273,maintain
3406,-5.7496047,-42.49333,peers
3407,-15.419657,-61.48657,co
3408,45.90598,-5.421748,workers
3409,21.843529,-41.759987,times
3410,35.504337,-21.64826,driven
3411,8.208085,-34.004322,always
3412,-0.6640955,-64.21825,meet
3413,21.37198,-3.320802,deadlines
3414,2.170458,-54.91451,pretrial
3415,0.7892513,-52.436092,appellate
3416,-10.329975,-54.88413,briefings
3417,5.7026296,-17.066898,effectively
3418,-10.469812,5.8617463,utilizing
3419,13.049646,-12.882468,resources
3420,-37.949543,43.494305,12212
3421,-27.627335,-44.0713,conducted
3422,-1.724126,-51.248795,plaintiff
3423,53.166744,21.391905,respondents
3424,-1.6884017,-55.636898,criminal
3425,15.258409,-57.800144,civil
3426,-2.5617614,-56.186974,prosecuted
3427,-2.940334,-32.896984,conclusion
3428,12.540979,-30.265188,either
3429,0.9004463,-54.902115,trial
3430,-36.082813,51.771584,12333
3431,-1.3144215,-49.52545,claim
3432,-7.1857686,-16.41129,involving
3433,4.759606,-30.166672,personal
3434,10.9796915,-57.931698,injury
3435,17.450865,-37.36004,death
3436,-19.794596,33.48831,12345
3437,72.13333,-14.926398,run
3438,-23.892488,-44.88269,supervision
3439,28.430937,-69.81094,rights
3440,-13.853556,-21.384441,law
3441,8.840668,-21.709293,include
3442,0.7147245,-52.88488,courts
3443,-12.94186,-65.34107,tribunals
3444,-22.48733,-65.607185,boards
3445,-16.772697,-12.551775,precedents
3446,22.286184,-60.15148,gathering
3447,-1.3439374,-49.628925,claims
3448,3.49701,-53.120068,bail
3449,-21.204123,-11.714887,petitions
3450,0.9419379,-52.236332,appeals
3451,42.688057,17.925838,divorces
3452,-5.4873013,-47.918453,contracts
3453,25.766562,-72.935486,settlements
3454,-7.9964137,-50.213696,disputes
3455,-8.9756365,-47.53749,mediator
3456,-13.290648,21.788904,conciliator
3457,-18.238268,-63.35145,commissioner
3458,-6.3461604,-51.033306,arbitrator
3459,67.00962,9.468332,per
3460,3.9875295,-48.02292,orders
3461,36.24527,-47.86588,private
3462,40.50268,-26.606714,controlling
3463,44.92429,2.3715992,costs
3464,-18.478546,-26.008059,achieving
3465,-17.611109,-27.565233,objectives
3466,40.366943,-26.579617,control
3467,-26.11017,-61.631905,advisor
3468,-47.691353,-55.116238,church
3469,15.719409,-64.28436,operation
3470,-17.281008,-69.47417,junior
3471,-52.648407,-28.241402,student
3472,-1.5288712,-52.826702,lawyer
3473,-27.372355,-59.821335,firm
3474,-45.91986,-24.315895,researcher
3475,-7.8637424,-42.230305,issue
3476,48.82303,-29.1752,commercial
3477,-27.184185,-59.460438,consultancy
3478,38.476963,-48.345,services
3479,-2.2917645,-17.195507,operative
3480,-6.0537043,-46.84417,agreement
3481,2.4642982,-33.586384,notices
3482,12.325022,-56.19908,recovery
3483,50.087574,1.1062368,dues
3484,27.540815,1.8833238,suits
3485,70.39829,-26.435331,bond
3486,-1.5129342,-21.928343,representation
3487,-24.359804,-15.769133,grasping
3488,4.5907383,-26.77286,quality
3489,-35.935863,-19.873314,skillful
3490,-33.895298,10.739369,typing
3491,16.246162,-39.3528,many
3492,0.7205014,-52.8016,court
3493,10.613278,42.986454,solapur
3494,-7.002868,0.7286699,refined
3495,-22.864687,10.692256,multitasking
3496,-1.8239195,-61.80395,join
3497,-6.1733937,-35.14929,progressive
3498,-5.941485,-71.26569,organization
3499,7.8958178,-43.91621,assistance
3500,33.508163,38.71583,wor
3501,-22.530857,-65.49302,board
3502,-5.099203,51.346283,13000
3503,-31.70624,-21.077766,skill
3504,-37.645554,-12.046548,learner
3505,-53.926624,-28.048626,campus
3506,-15.45584,-53.772167,workshop
3507,-15.285592,34.974094,saudagar
3508,43.26644,23.191872,batches
3509,42.874256,-24.942394,operating
3510,-5.4979787,-62.477776,participated
3511,31.69924,-52.402462,events
3512,-51.86133,-28.412462,teachers
3513,23.771576,-44.801117,day
3514,-38.840984,-31.560041,fashion
3515,5.383353,-44.08733,show
3516,-15.8127,-54.723206,exhibitions
3517,-39.233223,-36.069267,painting
3518,-6.8575206,51.779728,14000
3519,-12.196202,58.96451,14001
3520,-39.920597,-35.244507,arts
3521,-51.068024,-27.029406,lecturer
3522,10.793917,42.647522,indore
3523,44.07355,31.198248,m
3524,15.38188,-25.898224,searching
3525,-52.7548,-27.292713,faculty
3526,8.040677,-27.04065,comfort
3527,-21.930878,-33.268604,improve
3528,32.275692,-43.541817,field
3529,-23.333124,29.274963,rangoli
3530,27.075497,-47.665977,summer
3531,-30.2249,-23.576618,qualifications
3532,66.544464,8.351259,average
3533,-23.995153,-45.231667,oversight
3534,-19.587076,-46.32619,responsibility
3535,-16.554823,-76.10115,programmes
3536,-38.03106,-50.79566,performing
3537,-40.942665,-49.216537,music
3538,-39.39084,-47.79181,theatre
3539,-39.427612,-52.588966,dance
3540,-32.447506,-34.66972,cultural
3541,49.655895,-26.16933,sectors
3542,25.311764,-38.77199,lead
3543,2.5437,-15.687234,conception
3544,3.3683376,-11.377726,scale
3545,20.17604,-34.33632,within
3546,24.785126,-22.281927,overall
3547,-16.55182,-76.10056,programme
3548,12.726357,-47.043655,external
3549,-20.091776,-62.407406,deputy
3550,30.058336,-22.661594,deliver
3551,-30.15116,-28.74178,compelling
3552,12.121883,2.1787,communications
3553,-9.443557,-16.952955,applicants
3554,-3.4495065,-30.393053,convey
3555,5.256257,-46.29576,grants
3556,57.645065,-31.108854,trust
3557,-58.73454,-27.854456,scholarship
3558,-35.885513,-27.409632,excellence
3559,1.2413347,-38.566837,potential
3560,5.184232,-8.035778,existing
3561,-59.07252,-27.934223,fellowships
3562,47.474426,22.67851,range
3563,-12.523452,-24.928312,proposals
3564,11.399142,-44.35532,progress
3565,-7.4527187,-31.66403,timely
3566,-3.44645,-15.685527,identification
3567,-16.53146,-76.084946,program
3568,-23.022371,-63.468468,managers
3569,34.236145,-46.949207,country
3570,-19.464645,-46.066452,responsible
3571,24.867105,-9.639731,executing
3572,-13.947853,-59.822403,partnerships
3573,-32.5164,-24.2139,expertise
3574,-5.1225486,-15.853284,geographic
3575,38.85617,-44.80187,region
3576,-13.923746,-28.35173,ensure
3577,-31.747736,-26.616074,insight
3578,12.107031,-20.741392,available
3579,-14.74834,-57.391758,relations
3580,-15.231944,-60.911625,partners
3581,-14.249822,-57.982468,relationships
3582,19.986681,-65.86712,targeted
3583,6.386472,-62.721546,government
3584,7.028376,-62.777016,officials
3585,-14.027133,-28.298525,ensuring
3586,60.869835,-25.48028,market
3587,17.185635,-28.874788,opportunities
3588,-17.147127,-31.516201,strategic
3589,-10.662552,-13.966752,builds
3590,-27.273584,-32.04491,reputation
3591,1.7602718,-51.060368,attractive
3592,-14.138063,-60.172264,partnership
3593,19.243168,-47.500637,international
3594,21.02999,-70.19826,countries
3595,19.369009,-48.3309,worldwide
3596,44.21375,-40.279427,offices
3597,33.63959,-46.06089,continents
3598,17.150982,-28.992443,opportunity
3599,23.053923,-40.12727,every
3600,33.767307,-41.7361,millions
3601,39.18988,-18.800129,connecting
3602,17.012205,-47.18748,sharing
3603,-32.366425,-34.562473,cultures
3604,55.977375,-27.408504,assets
3605,49.65102,-26.167656,sector
3606,-13.8862705,-29.935463,maintaining
3607,20.390474,-19.869568,significant
3608,56.19345,-28.175257,investment
3609,-3.8957858,-4.2497845,enabling
3610,61.90346,11.863951,delivery
3611,-19.598564,-36.127995,ambitious
3612,4.675921,-17.412758,thus
3613,-22.768372,-34.413895,strengthening
3614,34.944412,-38.060463,along
3615,-25.575445,-7.0269895,detailed
3616,6.563627,-48.100113,plans
3617,-18.291506,-43.9999,liaison
3618,-5.4105706,-42.93769,colleagues
3619,47.698235,10.1089,budgets
3620,-19.249985,-11.430769,timelines
3621,-28.016571,-6.76798,systematic
3622,-34.31518,-5.05363,evaluation
3623,-8.139683,-15.325041,processes
3624,40.147953,-61.417225,capturing
3625,-35.229565,-1.6462674,quantitative
3626,-35.27513,-1.5706924,qualitative
3627,-34.49636,-10.421162,effectiveness
3628,13.721663,-33.07499,longer
3629,16.849339,-17.307009,impact
3630,-1.1688459,-74.49115,contributing
3631,-45.19145,-18.138605,mentoring
3632,-5.615132,-44.08256,staff
3633,-9.405941,-63.09051,organizing
3634,1.5727578,24.723461,logistics
3635,42.386196,-37.63205,buildings
3636,-36.778408,-49.214977,performers
3637,-38.134136,-35.144123,artists
3638,10.584016,-65.98638,personnel
3639,31.701883,-52.384876,event
3640,-42.23261,-64.7064,social
3641,2.722078,-60.479713,media
3642,6.3139696,-57.68466,direct
3643,16.49877,2.807738,mail
3644,22.998417,-0.36501086,advertising
3645,10.464277,4.163157,website
3646,38.989395,-14.248538,producing
3647,24.044928,2.4005558,posters
3648,23.17193,-1.6021338,publicity
3649,23.552092,2.2479365,leaflets
3650,8.187885,-52.617138,attracting
3651,37.88701,-28.577433,coverage
3652,39.584103,-4.681195,booking
3653,-38.041653,-49.342487,performances
3654,-15.305853,-7.1662483,arrangements
3655,40.640076,-53.01749,tours
3656,-18.301178,-32.833496,initiatives
3657,-11.191722,-46.08246,consultation
3658,-19.634369,-13.749767,stakeholders
3659,63.777866,17.818308,g
3660,6.99991,-62.942467,authorities
3661,39.798763,-42.397793,communities
3662,30.224077,-53.937542,venue
3663,-22.589682,-64.71572,directors
3664,39.011,-45.68561,regional
3665,-39.34466,-63.354336,health
3666,-12.2672415,-31.337902,safety
3667,-21.502872,-63.533028,director
3668,-18.916008,-20.646965,complied
3669,23.433441,-33.63095,head
3670,37.953766,-23.764843,unit
3671,-41.24068,-43.988834,film
3672,-33.78533,-30.081045,visual
3673,-18.547052,-32.729786,outreach
3674,-15.252961,-53.86299,workshops
3675,-4.577908,-23.668833,intended
3676,18.019842,-62.585453,launch
3677,50.168564,-43.379578,stations
3678,6.6394,35.520485,metros
3679,50.167507,-43.380856,station
3680,-43.397,-48.379986,studio
3681,47.62799,-31.899635,facilities
3682,9.423519,-3.2839363,transmission
3683,40.965706,-36.721127,tower
3684,39.166626,-39.1462,located
3685,32.49566,-37.143093,central
3686,-29.290634,-4.910682,researching
3687,29.426176,-45.902115,pitching
3688,-12.979645,-65.52515,commissions
3689,-2.0573382,-75.64384,contributors
3690,-7.489868,19.649897,interviewees
3691,-6.856649,-25.237078,appropriate
3692,6.3028007,-51.642223,audience
3693,21.97404,-45.361233,pre
3694,-36.268852,-48.995068,presenters
3695,-9.982141,-55.247265,reporters
3696,36.894356,-5.04603,equipment
3697,17.77407,-35.47926,together
3698,23.034315,-35.246544,right
3699,-19.428452,-36.68261,undertaking
3700,-43.203785,-42.66126,editing
3701,-28.238218,-4.206963,interviewing
3702,-20.458563,-47.246746,duties
3703,-7.309047,-25.028927,necessary
3704,-43.863728,-48.708134,recorded
3705,-50.71863,9.169047,copyrights
3706,20.361877,-11.567079,cleared
3707,23.712875,-3.999223,mixing
3708,-2.7874737,-32.726532,definitive
3709,2.6247048,-43.77451,voice
3710,18.484495,-48.133118,emerging
3711,33.348454,-46.176636,sub
3712,33.6148,-46.242386,continent
3713,-7.187057,-34.221455,lifestyle
3714,36.1447,-40.946342,surrounds
3715,9.740449,-18.56087,exclusive
3716,2.5276442,-22.064522,unique
3717,-29.430748,-26.432852,sensibility
3718,-48.65359,-39.20968,editorial
3719,-46.10321,-38.998806,publishing
3720,38.204014,-29.252998,covers
3721,-34.92598,-33.68805,genre
3722,12.387573,-19.67853,provides
3723,-15.691246,-15.764402,perspectives
3724,32.779285,-22.254498,schedules
3725,4.3419857,-59.72971,report
3726,-23.274294,-43.485962,supervise
3727,-38.08537,-40.879192,photographers
3728,-21.86052,-55.677406,freelance
3729,1.9184686,-61.61489,writers
3730,7.5252013,-19.458971,generally
3731,-48.665432,-39.371063,editor
3732,-1.4513432,-65.05649,meetings
3733,8.501206,-56.562172,brain
3734,19.04136,-21.927794,storming
3735,-3.0464609,-44.122246,decide
3736,6.2952294,-11.223162,direction
3737,9.905038,-8.242056,trends
3738,29.222113,0.18015723,contents
3739,-46.241478,-39.148388,publication
3740,8.839736,-17.61759,primarily
3741,-7.5720625,-43.796555,dealing
3742,30.394333,-15.49711,increase
3743,18.533031,-19.343237,exposure
3744,44.478493,-18.675695,brand
3745,-12.417817,-24.929853,proposal
3746,-18.527847,-28.334763,priorities
3747,46.720875,-18.261572,supplier
3748,30.05591,-22.667818,delivered
3749,-15.833792,1.3360134,efficiently
3750,5.5133057,-21.37457,basis
3751,-52.717396,-28.308847,students
3752,-52.719933,-30.141876,academic
3753,-19.99545,-41.950634,assisted
3754,-43.96315,24.929508,ordinator
3755,-48.38642,-23.350266,academy
3756,10.081219,41.165394,ghat
3757,10.8409,41.59184,varanasi
3758,-34.642902,-54.90246,fitness
3759,-59.818024,-6.3399496,2nd
3760,0.7347676,-34.848495,dan
3761,38.49098,-65.88826,black
3762,34.81817,-36.947277,belt
3763,-47.14592,-31.944511,karate
3764,-47.033012,-31.979408,martial
3765,-49.869003,-33.29072,trainer
3766,32.885017,-50.27857,won
3767,77.56289,-9.147332,gold
3768,77.52337,-9.082268,medals
3769,35.20794,-47.525856,national
3770,34.888756,-56.578373,championship
3771,31.488092,-58.924847,player
3772,11.337571,41.473595,uttar
3773,11.474738,41.45447,pradesh
3774,-62.973236,-21.102636,award
3775,12.495751,41.202103,india
3776,23.56479,-50.99471,held
3777,-19.890232,-46.594723,responsibilities
3778,-28.549625,-19.76491,adaptability
3779,4.132122,-39.81922,confidence
3780,-17.155775,-0.397668,faithfully
3781,-2.7434907,51.103905,15000
3782,74.549835,22.031452,07
3783,74.58125,21.945768,05
3784,-5.143481,51.811493,16000
3785,-6.33889,50.85068,17000
3786,-28.049065,29.177464,17025
3787,-4.2560673,50.545803,18000
3788,-27.144485,30.022392,18001
3789,-34.16227,40.42301,18334
3790,-3.818112,50.6008,20000
3791,-42.81397,36.812393,20001
3792,-42.28729,36.93393,20002
3793,-42.147385,36.666363,20003
3794,-41.795834,37.47821,20004
3795,-41.84699,38.048267,20005
3796,-43.05908,36.876667,20006
3797,-41.91604,37.7178,20008
3798,-42.034157,38.11989,20036
3799,-41.683357,38.30691,20071
3800,-41.14404,36.515335,20231
3801,-34.8315,33.657917,20543
3802,-36.882454,38.157227,21278
3803,-21.537228,-55.28431,worked
3804,52.59435,-29.802172,banking
3805,-9.046507,-52.365025,solution
3806,17.324097,-25.002079,complete
3807,-35.046505,-33.860683,modern
3808,10.836546,-35.778732,friendly
3809,-27.489136,22.29314,maintainable
3810,-20.99613,11.2289095,optimised
3811,52.80177,-29.465553,bank
3812,5.471377,-6.6437163,structure
3813,-15.001365,-20.224415,guidelines
3814,-8.257499,1.6742594,incorporated
3815,34.751686,-39.403206,around
3816,-2.3548667,-68.150734,members
3817,18.102875,-24.699167,completion
3818,22.62785,20.623325,frame
3819,-25.5588,4.5632057,graphics
3820,-27.706766,14.639347,photoshop
3821,-2.435478,-6.3022723,application
3822,-19.414228,-31.043188,dedicated
3823,53.56451,-1.4482455,loan
3824,-2.4244473,-6.295167,applications
3825,72.80884,-9.689712,goal
3826,-1.4381682,2.0915756,streamline
3827,-9.593951,-0.10132503,integrate
3828,-36.189453,-13.2794,responsive
3829,31.729786,-35.63769,entire
3830,-18.450075,-25.963827,achieved
3831,12.23127,-19.649364,provided
3832,10.049157,3.996744,online
3833,52.659126,-19.962025,purchase
3834,-5.7633395,18.569746,payers
3835,46.012653,-25.247253,vendors
3836,35.192837,-8.516576,generating
3837,21.154371,-37.84288,returns
3838,49.69473,-19.772778,sales
3839,6.833277,-14.932834,additionally
3840,-10.391494,-46.967873,reconciliation
3841,34.715084,17.419203,register
3842,12.050547,0.41449666,mobile
3843,-27.062489,6.2835484,app
3844,5.317733,-44.044716,shows
3845,56.040253,-27.441345,asset
3846,50.809727,-1.9529704,liability
3847,56.085,2.8701296,landing
3848,-48.546097,-38.08068,page
3849,-32.100586,-42.952866,developers
3850,1.2940605,-32.709816,understand
3851,-15.143687,10.52313,mocks
3852,-6.7946844,-65.25348,hosted
3853,-14.817676,-17.596912,stipulated
